id,text,label
6544,7442 13535 7052 6259 25483 19121 13716 3994 6653 13995 22160 12248 23308 25130 10879 1258 12590 17281 14547 12966 19458 19052 15707 15469 ， 8045 11342 25945 14547 19339 28007 28648 2224 15469,6-29
6545,104 23084 1317 ， 1258 1390 854 24586 22410 22007 1116 4198 26059 20714 16542 17281 6288 24007 ， 1341 12567 1341 1242 17281 19121 12235 2281 15842 25504 9043 27063 25682 803 9680 10760 18529 8045 25277 7558 5933 26669 23452 ， 7442 15842 25504 9043 27063 14131 18740 19897 16977 2286 4054 16328 17525 274 25585 22690 16542 23904 17281 15318 1030,6-8
6546,12163 8224 13343 2281 233 8679 16328 1845 4198 20781 13178 1258 10449 26154 749 10300 1317 14547 1258 13535 27063 25859 16542 17281 9043 15469 ， 18496 26336 1258 12590 12960 16456 25277 7558 1730 7923 1242 19269 2124 24659 5609 30241 25174 8189 5697 17646 23887 14547 26313 9000 15469 25483 19121,1-9
6547,26725 12052 12567 ， 20097 5602 25504 16051 10647 929 8766 14489 25843 21853 6082 8067 12052 20163 4938 5933 19052 23248 12443 8808 12790,5-12
6548,2281 24445 20185 21092 26754 ， 21092 15506 26307 18947 20693 29207 6616 9428 3470 3144 26823 23372 ， 10647 25131 8327 6527 19052 396 15506 26307 18947 13554 15360 16337 13778 6616 9428 17281 28648 2224 27013 18451,1-1
6549,29005 11588 1317 ， 929 28332 13462 19121 23904 6189 8750 9043 8194 9043 24540 8808 12790 23503 24583 13178 22241 29005 104 22131 2106 10039 24748 5663 ， 1317 8766 104 22131 20414 8194 25585 1562 29005 11588 19800 24053 28860 28682 21473 19121 17281 979 5697 26528 4274 979 2970 15506,1-9
6550,18319 26366 3682 23025 2990 16133 5379 1065 16868 2166 2705 25367 2281 648 16856 6762 16122 9023 10723 24073 ， 18496 10893 11568 648 25483 8100 17281 29625 6082 9023 4470 5697 30096 3994 9023 4470 19897 2281 929 22367 7225 17281 5379 1065 625 9755 5933 19052 15316 8327 17281 22160 12248,6-29
6551,2269 22197 25859 23980 1222 ， 20097 5602 11259 19121 8194 26526 22737 17281 24583 17256 ， 17525 4198 28648 13470 13688 1823 22737 9614 854 24586 30241 18371 4198 4198 14131 11568 11259 16542 26417 22737 21364 28503 27013 19897 8644 11259 19121 28648 2224 9023 29038 10449 3144 854 21004 26669 27151 26526,6-28
6552,7661 19121 18430 15318 16542 16929 23355 14976 6762 233 2103 16328 17525 1396 25257 8266 26526 ， 1230 19085 2090 11342 29555 2337 20097 29179 19047 21450 29555 9379 17281 24100 20782 ， 22705 16614 6180 24798 11342 18313 47 19551 19052 23091 269,1-4
6553,7442 20565 4054 4274 12163 8224 13343 8194 1943 28648 ， 16328 17525 4198 10922 5239 17227 7661 3553 28874 25257 4274 25483 19121 13470 17337 17060 21114 4106 23832 19052 4054 1845 2103 625 26146 17281 4767 12672 8194 1943 ， 12052 5239 23052 5933 5239 4953 18371 2103 625 26146,5-30
6554,28648 8146 1317 ， 4299 3696 25483 19121 14018 26669 ， 20850 18244 24822 20244 8147 22410 16868 2166 2106 10039 ， 10777 25848 22160 4939 23347 2484 29640 23349 26526,6-8
6555,15682 29731 14823 16328 18371 4198 8644 21473 19121 24583 2106 12459 3644 29541 3328 10300 ， 979 30020 16614 6180 19121 5609 25131 8327 10979 8299 27688,1-4
6556,9601 20447 23904 5609 23052 5697 19121 4397 3262 8251 2103 1396 12567 ， 9601 19121 7493 15316 25203 7469 5697 21695 26823 9601 20447 16416 26797 21695 18947 28109 8137 ， 6527 15707 9601 28648 28109 1053 2224 18132 11583 14656 ， 26336 23904 7052 28109 1053 5933 8209 14950 26669 4054 19129 3682 2862 4677,1-1
6557,10935 1429 9428 25945 ， 1258 10449 15506 1030 2106 1053 648 8224 17857 21473 20060 18542 7923 16542 17281 8100 9043 1292 29555 ， 19433 15107 13535 12567 19551 12153 3519 6494 28874 13535 25483 19121 ， 8045 11342 10941 11342 8950 20097,1-1
6558,14684 3291 29498 27369 458 458 12163 8224 13343 28874 25398 29627 25945 ， 5890 15745 3249 2281 28438 13178 13882 14328 27013 10300 20060 3682 24007 6527 15707 24583 22014 9601 5420 19339 9043 ， 18679 26417 25483 19121 15098 17969 4054 16542 9379 17281 28900 24007 28682 8100 23904 17281 15318 1030,2-6
6559,22014 27653 ， 5890 6762 30104 23475 28874 21344 29879 1116 929 3934 20983 14547 23316 1586 15469 22014 1258 5219 274 6316 8194 11342 ， 14547 29547 13712 19269 11414 8208 13516 ， 29547 13712 2281 1258 29731 23832 1116 6285 17014 17913 17913 15469 1730 29547 16572 20097 14186 4873 17281 13535 ， 2797 9601 10449 274 2410 21853 6200 12052 1317 29498 6316 8194 2410 21853 1225 10596 17256 ， 14547 23394 25945 17281 22705 979 13535 9043 24540 ！ 19910 23452 20097 1116 19269 11414 8208 14668 5697 1602 17281 5609 20983 15469,2-2
6560,4274 10893 12772 10300 ， 25483 19121 11444 83 10449 274 21105 11371 854 24586 929 28648 23980 1222 15098 3636 1317 ， 25483 19121 27013 12196 26568 24058 10596 26725 28332 1211 3844 11160 23146 16856 8100 8147 ， 16614 6180 8100 8147 3387 29065 ， 979 26564 3470 8641 15316 26307 18947 10935 6832 22382,2-17
6561,1258 21871 8808 12790 26366 233 2103 16328 17525 1396 18371 8679 5697 16328 2103 8679 929 18371 16328 10446 19121 12235 17281 21534 233 2103 2103 274 13916 2090 4767 3696 5933 19052 4054 8808 12790 ， 2797 9601 13607 19492 16328 21534 16328 274 13700 16542 25130 10879 13916 2090 4767 3696,5-12
6562,20015 22382 15043 15305 16614 6180 27091 1918 24443 6762 5697 15360 20015 22382 8208 10941 25157 17281 29296 6762 20244 23904 15532 4990 5379 2187 ， 6636 2337 19339 8258 ， 22705 26823 23372 14547 4004 8100 10723 22410 5933 28525 29296 6762 20244 29956 4198 9963 13535 8100 23904 7002 2066 21105 29956 10300 15469,1-4
6563,15506 19121 7230 29498 25483 8147 20097 5602 104 22131 13621 20403 10941 27564 929 3262 ， 29992 19728 9601 25483 929 27151 ， 929 10893 28705 13712 7493 26154 1292 929,2-2
6564,25212 10449 8147 22410 ， 4685 18430 104 13839 233 8251 4198 23980 1222 ， 12163 8224 13343 23503 4470 10539 11526 2281 17018 1396 7634 23624 4274 19654 27454 17144 19121 23832 27067 10620 8194 ， 10723 11688 2281 25483 19121 20447 205 27091 12163 24073,1-1
6565,15991 104 23084 ， 10879 10935 26934 10449 10596 2281 14976 29869 4274 235 23926 15912 10723 17281 24540 10674 24288 13462 14950 12153 29555 929 15475 28943 6288 24007,4-7
6566,979 20163 2281 3218 27653 17281 15107 16021 10520 26537 ， 28685 27370 16328 17281 25368 24583 8414 4873 4054 4198 14131 19121 11160 10449 9023 625 23904 17281 7230 22480 1292 929,2-2
6567,4274 10893 12772 10300 ， 14489 25843 28648 13470 13688 12553 1938 10974 29628 29056 16328 1845 4198 24058 18319 16122 1394 3734 23146 29976 26669 26748 19121 3011 8194 26526 ， 10893 19052 13535 8322 8194 4274 29038 30016 3144 14489 25483 396 2446 8194 1943 20097 5602 28332 17568 24583 5602 16325,5-30
6568,3042 21015 16542 4807 2281 233 2103 233 2103 28900 1396 19121 30100 9737 4939 9601 ， 26568 26564 85 5111 11283 17525 21534 15766 2103 611 25483 12766 2738 26366 8641 15316 8266 30181 17701 17062 29842 27145 9023,1-10
6569,20850 13535 ， 14950 26336 1292 929 15439 9601 3218 23415 5933 30241 3218 12614 929 27151 13489 17281 15647 25133 29956 10449 ， 10037 21114 4235 26366 233 2103 16328 15766 1396 27653 2281 12235 9601 21552 4873 4054 15395 3037 22705 24965 25277 7558 3470 22241 3822 27013 19436,6-19
6570,18371 2103 1396 4438 14547 7342 4235 1918 9671 9428 19654 8100 12766 358 15469 25163 1602 1406 18128 1396 26669 19654 10636 17144 10446 8679 ， 23468 4274 9019 12331 28136 20531 5697 13716 3994,6-15
6571,5216 19636 ， 16328 18371 1845 15766 1396 22410 929 19654 20328 10922 4198 12321 7256 19604 17281 8100 9043 10411 6517 ， 9601 19121 27013 12196 2281 9601 17441 28900 27013 6049 11414 4990 10639 17281 10026 27308 12052 ， 11283 26669 2954 15185 24199 9273 4054 30208 28332 2545 5368 17281 17144 23722 30131 4260 5119,6-15
6572,11259 19121 28109 2281 10531 27013 12196 7230 8808 1317 ， 2281 10300 1879 1845 1396 17281 25483 8100 11568 15360 24058 8223 15794 23259 9601 ， 11259 19121 26568 26823 3828 4054 3822 25501 1242 17281 8223 2738,2-6
6573,19636 10645 14547 21329 16021 15927 15469 15927 274 4397 3262 ， 27722 16856 13554 3218 4767 7481 24965 10274 1845 1396 8073 25277 5697 8251 18736 1845 611 3848 12766 19458 17227,6-19
6574,21357 26564 85 28705 2281 28136 29541 9601 979 26564 929 25483 19121 27438 24465 28332 13462 19121 8194 8223 10449 9043 21004 26669 25398 29627,2-6
6575,17434 10446 8679 4529 ， 11444 83 25277 7558 27369 458 458 17281 10449 274 2410 24808 11342 23468 25585 12163 8224 13343 5697 3848 2910 3844 24586 8194 28461 26748 3623 6762 17281 27700 705 24583 13178 8194,2-3
6576,4685 18244 24822 20244 10300 104 13839 1317 ， 12113 1662 8718 9531 648 6285 16276 1116 14547 25483 19121 2281 648 16856 6762 17281 240 5320 15469,1-9
6577,4198 14131 30100 18430 13688 14131 8679 233 2103 4198 19897 2281 27013 12196 23832 27067 17281 23182 12235 8194 26526 10922 2106 10039 ， 14547 17701 17062 15647 13447 17281 16456 24007 15469 13535 16542 19366 9601 29555 8766 16416 9935 14976 29869 17281 21871 25658 29956 10449,5-22
6578,14684 26336 2281 16542 10935 21853 7702 5346 22542 13114 29525 8100 9043 104 23084 6266 15912 10723 10300 10658 19047 10449 5931 14306 ， 23308 25130 10879 16542 10935 21853 7702 4747 8503 3470 3144 21695 26669 26615 11819 2617,6-13
6579,16328 18371 29179 21534 1396 ， 8766 8266 15667 18319 27722 10623 6408 4274 1242 1390 881 274 8266 15667 29144 13462 14950 17857 4397,4-7
6580,14728 4053 5697 25945 ， 5933 26313 27700 10300 4438 ， 2281 20531 8503 1602 28461 26748 5697 26729 19604 2240 26307 8750 17281 23052 12772 17568 15647 5697 6527 15707 12052 ， 9601 27700 4274 10300 7848 5933 17281 21473 8147 1390 13462 14950 20089 26856 5602 9810 8943 25672 24583 1451,4-7
6581,12206 12163 13821 16856 20458 26568 12772 20448 9273 1629 15766 15766 14501 14547 22208 18244 15469 24583 18239 26328 30241 21534 29179 2103 3664 14547 22208 18244 15469 17325 16511 6653 13995 5697 21655 4585 30181 2337 ， 13462 12772 26307 17227 14455 25572 16328 1845 2103 17653 25483 12766,6-15
6582,25483 8147 854 24586 5697 19934 11342 26568 1053 10059 24583 26669 23635 22131 ， 25483 19121 19574 26313 14501 27454 26694 8 16575 979 13032 240,1-9
6583,14244 3262 8189 23904 21853 29810 16337 24443 2281 20781 13178 23468 803 10300 726 21748 25398 29627 4054 5609 28461 15439 5697 23052 5697 15439,2-6
6584,29547 8038 2973 17281 19339 25504 233 8679 233 8251 4198 24965 12248 19340 ， 13778 17170 14232 9090 12459 3644 14501 1451 10039 4054 29547 141 9508 13535 3035 30241 24965 25756 10922 20270 22464 17281 22275 7531,6-29
6585,11444 83 19121 12235 28503 21473 25716 26694 10063 6400 9410 27173 16337 27091 13535 11962 27369 27369 17281 6197 18851 25398 29627 11342,2-6
6586,4004 8146 1317 ， 25483 8100 19551 233 2103 16328 15766 1396 18371 8679 12153 12567 9963 10449 10596 2281 23308 25130 10879 2705 15707 ， 4274 10449 11497 10723 8147 5379 1065 13462 14950 22160 12248 14547 648 14232 20244 19121 15469 3292 15419 2990 16133,5-22
6587,15991 13778 17170 14232 9090 19121 12235 12459 3644 14501 16328 4198 10937 13178 3644 2165 ， 28084 16337 7915 12256 2281 2797 9601 29541 4920 19551 20866 24965 12248 19340 4529 24058 220 ， 22705 23248 12443 23316 1586 4054 13778 17170 14232 9090 8100 8147 22949 12846 29547 17281 20163 4938,6-15
6588,12772 10449 14051 ， 11259 19121 17935 28084 14501 24583 17256 23904 2106 10039 14547 26096 12772 20097 5602 15912 9043 19121 9963 24583 2106 10722 19339 20781 17256 17281 22275 18754 5697 10300 10658 5933 19052 1357 18313 27344 10238 15469,1-1
6589,104 23084 28874 21004 26669 ， 25483 19121 19121 30100 9023 3470 3144 929 11259 19121 26154 749 10722 7558 4685 11259 4198 8100 9043 10026 104 25203 7469 23349 749 13839 2106 10039 20593 29869 5697 240 11526,2-11
6590,2286 1396 16328 2103 8679 27357 ， 21694 19319 23503 4470 12153 17891 12763 30241 1357 20508 1292 25483 30241 14950 21329 16021 19328 16328 233 21871 15927 274 22014 19226 10935 13554 23743 12163 28682 2797 22737 20060 23259 2090 20089 26856 30241 4529 12163 8224 13343 15475 803 23503 4470 4397 24586 29731 6762 27078 29243 24443,6-21
6591,10893 3144 14547 28109 17227 8194 15469 19800 16456 25501 13869 25130 23832 19052 ， 1258 10647 13535 11259 14489 15647 6653 23904 2281 17018 1396 17281 29038 10636 3144 8194 17799,5-30
6592,25483 19121 28332 28860 3994 17062 1823 26568 25277 7558 8766 9815 25163 9810 6494 18529 25504 2281 25483 19121 15647 27762 10922 7906 19052,6-31
6593,4004 22382 14232 25284 26564 85 28332 13462 19121 28503 8750 8194 9963 10879 19642 19654 1823 21720 4159 24053 4990 28709 8194 26526,1-10
6594,2281 23308 25130 10879 5697 648 16856 6762 11513 8513 ， 27762 6380 2797 1341 8513 22160 12248 7342 16337 18244 23904 17281 8100 9043 19052 15707 ， 28178 19604 4054 27762 6380 2797 2281 9601 5420 10723 24073 17281 12163 22355 28394 1433 24007,6-29
6595,29547 28874 2106 10039 ， 19800 13535 19433 2124 5697 3848 2910 25572 4397 25672 17281 8456 10645 ， 10647 3240 7800 8641 16754 21534 18371 2103 17653 7661 22821 17281 14547 20431 3848 625 21618 8223 15469,2-3
6596,19910 23452 8750 2066 16542 19934 19934 15318 8194 28648 13470 22812 11760 19047 25483 29058 25945 ， 19934 15318 8194 26096 26898 2337 12153 3262 26754 11760 8147 18754 6316 9601 1292 929 2617 28776 ， 22705 16614 6180 12772 19934 2281 16328 233 4198 15912 14051 23468 4274 26766 13562 30241 26766 2066 5697 26766 13657 19052 15707,1-4
6597,2124 854 29555 29057 8147 26564 85 ， 10647 10893 12520 1082 25682 27322 12052 8679 6809 18371 8679 20923 233 1845 4198 3470 12489 ， 12153 18542 29057 8147 16410 13962 2124 8139 20448 26437,1-10
6598,235 23926 28874 12772 20448 1053 1396 4274 25483 19121 23832 19052 30096 19654 17062 28332 13462 8100 28136,4-7
6599,15991 3934 28025 11342 29525 10893 4529 104 23084 ， 12163 8224 13343 25257 2106 10039 26568 24058 1030 27145 25483 19121 19121 30100 9023 6636 2337 25672 13363 6056 11568 11259 25483 8100 23904 9672,1-9
6600,104 23084 25945 ， 17935 28084 14501 10893 4529 21004 26669 17281 3218 13299 8147 12520 13535 29498 2281 25483 19121 8456 19826 9601 20060 803 23832 29956 25682 17281 16328 16328 8679 23832 19052 14489 25483 396 2446 8194 1943 22705 24583 2106 10722 19339 20781 17256 ， 27427 25682 17227 26096 3249 9531 11259,1-1
6601,16328 18371 17525 29179 1396 17525 8679 ， 10300 15506 3994 17062 2066 2090 9023 9023 22737 17281 15682 28109 24014 4159 24053 4990 28709 8194 26526 29498 14547 3994 17062 2066 2090 9023 29732 16247 11295 28392 22275 21720 ， 4018 7424 16542 1823 ， 29260 19175 20614 8612 ， 12052 749 26154 13516 15469,5-30
6602,16328 18371 1845 17525 1396 30241 16328 18371 29179 15766 1396 ， 29547 17281 11843 18540 17227 4198 4397 25257 10941 3144 4873 9531 1341 8067 ， 6527 15707 8266 3262 14489 1341 19948 25672 5602 9810,5-22
6603,15991 19910 23452 4685 28109 29405 29525 13839 16328 15766 4198 15098 3636 ， 10206 23452 625 9755 10922 19047 3042 6809 18371 4198 20923 22014 27450 8327 3042 4198 2281 25504 26754 19269 2124 6316 8194,6-28
6604,233 29179 4198 ， 235 23926 929 13778 17170 14232 9090 15647 27762 24583 15707 4054 17062 16648,6-29
6605,3042 21015 16542 4807 3218 8503 24583 13178 4054 19551 20866 17281 14208 16045 8282 8137 104 22131 ， 25398 29627 23904 21853 1826 15465 8766 104 22131 2115 17362 4054 26694 8 17281 726 17861 13489,2-6
6606,2286 1396 16328 233 8679 ， 12163 8224 13343 26564 85 19121 8194 25398 6636 1845 8251 17653 25483 12766 8266 5368 29547 17281 14547 11513 8513 1879 29099 492 15469 ， 22705 10411 6517 26564 8322 26154 15506 9498 979 13607 3319 1879 29099 492 21105 17227 17281 21004 12520,2-33
6607,25483 19121 979 6516 23394 9963 979 12061 17413 ！ 14501 8146 7390 4529 17167 26669 23619 7661 28109 15303 5111 12052 17434 1396 26669 9531 25585 19319 12640 19654 10723 24073 17281 14547 19948 28860 15469,1-1
6608,12163 8224 13343 16328 8679 233 1845 4198 22007 10300 8641 26669 2124 12520 10922 10724 14847 ， 12772 20448 5574 15316 28332 28860 27013 12196 7906 14950 27322 233 8679 16328 1845 4198,1-1
6609,5602 26366 4198 11259 5602 9810 17281 25112 8137 ， 28503 17080 21004 28682 14547 30016 19339 15469 24162 2066 19226 15604 12520 10274 26154 ， 2106 10039 29498 14547 27450 10941 19121 1869 17018 25473 8266 5602 9810 17281 4529 21004 11766 6259 8202 29610 12153 8322 749 17281 15707 14950 15316 8327 ， 19269 11414 24748 5663 15469,1-9
6610,15912 10300 12868 6762 25130 18740 7154 12153 3519 6494 ， 7442 8766 19121 3240 7800 10647 12868 6762 25130 17568 3918 2124 19121,2-3
6611,979 20163 4004 28648 2224 9023 24583 17256 23904 15360 1662 22382 16513 233 8251 4198 2106 10039 ， 18244 19121 27013 12196 10922 4920 26154 749 ， 979 4438 2106 16042 4925 929 25658 4529 25473 20097 16542 1995 13212 28131 24100 11342 17281 10446 23904 21251 13032 26694 8 16575 4873 6837 26154,1-9
6612,15912 22949 12170 23904 24586 18067 25572 15842 10723 11688 10300 ， 29547 13712 2281 1258 26328 12482 7809 18529 25504 17281 8038 2973 14597 29731 24583 21092 4054 10941 12614 24210 10674 29498 29296 6762 20244 5420 9023 3994 17062 29842 27145 9023 4767 9614 8100 854 648 611,5-35
6613,1341 8067 396 11766 21874 11160 8169 29099 1602 29538 979 4873 21534 2103 2103 2103 10937 29731 ， 25483 14489 10941 19121 15647 6653 23904 11766 7481 4873 25572 ， 15912 10723 8266 20097 10449 18132 13707 24288 ， 2832 20097 23832 27067 16037 28685 18600 27369 8194 26526 19328 4767 9614 28957 2705 15707 17281 24058 19078,5-22
6614,20565 4054 2281 9925 8067 8619 9192 5697 5420 19654 19654 13447 28136 20531 ， 4355 30096 25504 15707 23503 28874 10647 23468 25585 25483 12369 10941 19121 19654 8100 30096 19339 4470 2281 12369 8139 24457 24053 1451 17281 14547 4428 22705 4428 15469 28332 13462 8100 28136,4-7
6615,7442 25483 19121 8147 22410 19604 2166 19897 979 2281 8202 1341 8067 17281 8456 1823 ， 20414 26564 1341 8067 22443 20448 26336 19551 20866 26444 29401 12921 ， 27363 9963 25501 4054,1-1
6616,2166 7442 ， 2281 233 2103 16328 15766 1396 25483 8100 16542 15303 25117 7251 26669 13821 17937 3254 12153 25682 ， 25483 19121 929 13821 17937 3254 17281 5609 9043 12170 12846 19897 27427 29956 22131 10449 26537 19340,5-35
6617,28332 13462 19121 22812 11760 22737 28751 12163 12660 14232 10893 4529 19089 3328 ， 10539 11526 12482 8147 12153 3218 16542 23513 23926 19551 28705 6762 2545,1-1
6618,929 26366 25483 19121 17281 12960 2124 ， 21481 1242 19121 12235 2106 10039 979 141 9538 27322 929 27151 ， 4004 22382 14232 9963 13535 29976 9815 17281 4438 2106,2-2
6619,929 10893 ， 20097 25483 8146 25398 29627 25945 ， 12163 8224 13343 8612 26564 28503 21473 4274 5697 1602 ， 979 29555 19934 4529 26307 18947 29731 4898 17281 14547 1989 13114 16542 19339 15469 9283 5111 ， 7442 13535 26564 19934 23904 12235 10724 23598 8100 29057 23349 26526 17281 12960 2124,2-6
6620,25483 19121 7481 12153 23468 25585 15506 9498 929 3328 ， 20850 29732 16247 9935 6837 20565 929 648 8224 2545 25986,1-10
6621,28256 648 1242 10922 19047 18483 19897 26823 11295 ， 14547 4767 17362 8100 8147 8641 15316 15469 ， 16614 6180 25483 19121 5933 19052 8100 9043 3064 9737,1-4
6622,8251 4198 ， 29555 29296 6762 20244 26307 18947 3157 27450 14232 17170 26564 85 ， 4004 22382 14232 26307 18947 13343 1394 4274 2797 10238 12459 3328,1-10
6623,233 2103 16328 2103 1396 ， 19654 18239 10937 29842 17857 4397 17861 2990 ， 25483 19121 19328 19121 12235 17170 14131 14018 26669 ， 4004 22382 14232 16456 3291 10937 29842 17857 4397 29057 29307 6200 18371 1845 5594 1225,6-8
6624,2281 5697 13778 17170 14232 9090 26307 8750 648 17401 20244 9410 3254 17281 8194 1943 9601 ， 7078 29523 15972 18244 25945 ， 14547 1258 11497 24445 21105 20414 13535 29038 10449 10520 26537 ， 11100 12567 28874 10647 25131 8327 20714 16542 ， 13778 17170 14232 9090 8194 20097 10449 10446 19057 1053 17281 11100 12567 15469,5-30
6625,16328 8679 29179 4198 ， 12163 8224 13343 2281 6527 12163 24583 28109 ， 6494 26669 4106 13778 10935 5697 10539 16856 29731 10893 4529 8641 15316 23513 2545 19269 2124 24659 5609 17281 17256 15107 ， 29212 6259 18970 29555 28648 22659 929 29547 17281 25398 29627,2-6
6626,25483 19121 7360 7230 ， 20850 4430 10777 17281 16542 9023 625 24007 9379 11766 26417 26669 12567 ， 19897 13306 979 24593 9601 19121 23904 5609 1292 929 625 25145 19121 12235 13916 14684 17281 20448 16276,2-2
6627,12163 8224 13343 17281 4529 21828 23904 8139 29144 15305 3249 2281 2124 642 26823 11295 ， 2281 14547 28332 28860 27067 10937 14242 16045 803 23904 15469 1826 10039 12052 ， 12153 15475 803 21105 17227 8641 16754 4274 12163 8224 13343 20097 19728 2410 9755 17281 14547 1995 3099 8223 15469,1-9
6628,25212 15991 18947 9283 ， 17018 1396 16328 8679 27322 18371 8679 ， 18244 19121 23052 20097 16328 1845 233 29179 15766 23904 23468 4274 4054 3682 27168 23150 625 9755 2990 16133 17281 15014 19052 10039 10411 2705 15707 ， 23904 9672 7710 20163 233 2103 16328 8251 1396 21473 1396,6-28
6629,2281 28648 9023 ， 25483 19121 26307 18947 12163 8224 13343 1242 3144 10937 24053 25398 29627 29265 28685 18600 27369 6527 4767 19121 3011 25442 884 ， 3218 8503 25483 19121 19121 8194 25284 24053 23532 15792 18309 24540 28964 13489 29832 21326,2-6
6630,22410 929 25483 19121 17281 8209 8209 4990 5221 ， 27762 6380 2797 979 20265 3240 7800 6837 20565 929 13178 19395 14823 17281 8022 25277 ， 28874 929 25483 8147 24058 8773 21326 6288 24199 29003 4054 24426 5083 1938 929 17281 1292 2545 29832 21326,2-3
6631,14501 27454 10723 24073 4529 15647 6653 23904 10935 7661 13208 15912 14051 8644 23619 7661 28109 16614 6180 29498 14547 18302 20693 18970 4873 13374 13208 30016 23052 5310 2494 ， 8194 24583 21092 21481 1242 9043 979 10449 12590 15469,1-4
6632,12772 10449 14051 ， 648 8224 648 14232 20244 26526 8194 26526 22737 16856 29731 19497 8718 25284 1292 27660 1938 27163 ， 1317 24426 929 25442 1834 17281 7481 29212 19052 15707 7923 22736 13535 20447 205 27091 14547 929 2545 25986 17281 24111 5718 29832 21326 15469,6-8
6633,25658 4529 ， 648 16856 6762 27013 12196 4397 3262 4054 12163 28957 2124 642 ， 929 4529 14547 648 14232 20244 19121 15469 2990 16133 4397 24586 14950 26336 3292 15419 2990 16133 4397 24586 18740 20669 5933 19052 12489 10274 7154 8750,2-25
6634,7158 10446 19339 28943 9601 ， 13821 4898 4934 28461 24007 19339 5119 11766 11989 2281 23452 11160 ， 16572 20097 24583 13337 15506 9498 14950 2738,2-6
6635,6200 8149 9925 14232 10238 19912 2199 1225 11259 19121 14950 26336 28461 6189 19121 12235 ， 26336 9498 10647 19339 10300 14950 19339 1826 13337 6189 2224 12029 29547 19121,5-24
6636,29547 28874 17861 15043 22103 2124 6316 8194 28682 15014 19052 17281 29057 15927 ， 3218 4767 27331 19458 9019 7481 10274 8073 25277 1845 1396,1-9
6637,648 8224 19897 5192 979 10039 23480 ， 648 8224 26307 18947 12113 1662 8718 7230 8808 ， 5120 6353 25483 19121 487 11819 648 8224 ， 648 8224 19897 979 8194 12742 4018,5-24
6638,15991 104 23084 ， 25377 7342 17281 29627 17362 104 22131 4274 25483 17062 8100 19551 20866 17281 8808 12790 8456 10645 22275 4397 25843 1053 929 12640 ， 25483 17062 8100 12367 2133 9023 4470 4526 85 ， 26564 85 14950 19339 9601 4470 7424 21534 16328 233 10446 20714 25585 4873 21534 17525 29179 10446,1-10
6639,15991 104 23084 ， 2124 642 26568 12772 20448 9597 21871 29057 15927 28332 13462 12489 19912 ， 10449 697 25473 20097 15927 274 4397 3262 ， 13554 17255 13178 7481 16456 22410 22007 17281 3218 4767 27331 19458 13535 26313 10630 16328 233 1845 1396 28682 19458 15185 233 18736 16328 17653 4925 17255 12163,2-25
6640,10893 28648 ， 12482 8147 28874 16614 6180 10238 20163 27013 19436 23601 11703 6837 26154 19897 13846 26694 8 ， 2106 10039 10647 21473 24007 8641 15316 28332 13462 19121 22812 11760 22737 19897 13846 26694 8 12163 26417 17281 2066 14950,1-4
6641,29547 12772 10300 20781 13178 ， 14684 1429 4235 29842 2124 23635 28025 1823 30249 15465 929 12520 27063 5933 19052 8808 12790,1-9
6642,2199 5609 15439 15439 28533 13554 19319 14232 22275 3623 27013 12196 17281 3696 19436 13994 27308 979 7481 26725 8414 ， 23635 22131 19800 17170 5609 2910 979 23953 8282 ， 2199 5609 15439 1053 1396 979 23978 20565 14018 26669 14328 27013 28332 2910,2-33
6643,12163 8224 13343 2281 233 2103 16328 17525 1396 29179 8679 17281 396 3144 25483 14489 396 2446 8194 1943 25682 20781 13178 ， 2281 4274 14489 25843 25131 8327 929 3328 20060 10658 10760 7558 25483 11259 28136 20531,1-9
6644,25483 19121 12163 25024 1823 24583 2106 2617 1053 25945 ， 233 21534 4198 28041 5697 233 15766 4198 5931 14306 625 28957 16511 9805 16360 5046 10539 16856 29731 2568 1444 5697 4106 13778 10935 2568 1444 17281 7481 29212 13607 29449 ， 13607 29449 9601 7481 16456 20097 26615 11819 1065 25496,1-9
6645,10935 6762 2240 25945 ， 2124 25483 10941 19121 2281 28503 21473 19328 8619 1242 15647 13447 13462 14950 1357 18313 ， 8266 3262 10449 8641 14547 12657 26096 17281 3848 19855 9023 4470 15469 4274 12163 8224 13343 26564 85 16122 10063 17281 3848 19855 19121 12235 20714 25585 8100 8223 22705 979 18834 27200,6-15
6646,25483 19121 26307 18947 12163 8224 13343 8503 4198 2281 26725 8414 8146 10674 24199 9531 10300 16542 13224 25398 29627 21092 15506 29842 2124 9023 22737 413 15043 14232 ， 1317 29547 14547 7424 11100 29057 2545 20163 15469 29842 2124 9023 ， 22705 2106 10039 26096 22197 16572 20097 16575 4873 21481 25672 17281 29077 10639,1-9
6647,18319 26366 29547 21004 21450 17281 2970 3636 2281 26307 18947 803 23832 1396 7481 16456 17568 24583 28943 26526 ， 9601 10026 1823 4767 12672 233 2103 16328 29179 1396 12052 27145 21473 22410 29640 12790 29547 9935 4529 9672 1396 25473 21004 21450 10026 104 ， 12153 10059 11295 29547 17281 14547 25 6231 23926 15469,1-10
6648,233 2103 16328 29179 1396 16542 803 20060 10658 ， 23904 13712 26669 26366 929 8266 2545 8189 17281 979 141 ， 26336 85 27700 85 8282 4430 20185 24445 12029 12163 8224 13343,2-2
