id,label
4140,1-10
4141,6-28
4142,1-4
4143,5-30
4144,2-2
4145,6-15
4146,6-29
4147,5-30
4148,5-12
4149,6-34
4150,4-7
4151,2-11
4152,4-7
4153,2-2
4154,1-4
4155,1-4
4156,2-33
4157,5-30
4158,4-7
4159,6-15
4160,1-10
4161,4-7
4162,4-7
4163,1-4
4164,1-10
4165,1-10
4166,5-30
4167,2-33
4168,6-15
4169,1-9
4170,2-14
4171,2-14
4172,5-30
4173,2-33
4174,1-10
4175,1-1
4176,1-1
4177,1-9
4178,2-6
4179,2-6
4180,1-9
4181,2-6
4182,2-3
4183,2-25
4184,5-35
4185,6-15
4186,5-30
4187,6-13
4188,5-35
4189,2-33
4190,2-3
4191,5-30
4192,1-4
4193,1-10
4194,1-10
4195,1-1
4196,4-7
4197,4-7
4198,4-7
4199,1-1
4200,5-35
4201,6-15
4202,2-3
4203,1-10
4204,1-9
4205,6-15
4206,1-1
4207,5-30
4208,5-35
4209,2-2
4210,6-15
4211,2-2
4212,1-4
4213,2-3
4214,1-9
4215,2-3
4216,6-15
4217,1-4
4218,5-30
4219,6-13
4220,2-33
4221,2-6
4222,1-9
4223,6-29
4224,2-11
4225,5-30
4226,1-1
4227,4-7
4228,2-2
4229,2-25
4230,4-7
4231,5-35
4232,2-2
4233,6-8
4234,4-7
4235,4-7
4236,2-25
4237,1-1
4238,1-9
4239,6-32
4240,2-3
4241,1-10
4242,2-2
4243,1-4
4244,2-11
4245,1-4
4246,5-30
4247,6-15
4248,5-30
4249,1-9
4250,1-9
4251,6-15
4252,6-28
4253,6-21
4254,5-30
4255,6-15
4256,6-32
4257,5-30
4258,5-30
4259,2-2
4260,1-4
4261,6-34
4262,6-28
4263,6-32
4264,1-1
4265,5-30
4266,5-30
4267,1-4
4268,1-9
4269,4-7
4270,6-15
4271,1-9
4272,2-3
4273,1-9
4274,2-6
4275,5-35
4276,1-9
4277,6-13
4278,2-2
4279,6-34
4280,2-33
4281,6-15
4282,4-7
4283,1-9
4284,2-3
4285,6-34
4286,2-33
4287,5-30
4288,2-33
4289,2-3
4290,1-9
4291,5-30
4292,2-33
4293,5-12
4294,2-2
4295,1-4
4296,5-12
4297,1-9
4298,1-9
4299,6-34
4300,6-15
4301,5-30
4302,2-2
4303,2-6
4304,2-6
4305,6-29
4306,2-11
4307,2-6
4308,6-19
4309,1-1
4310,5-30
4311,1-10
4312,5-30
4313,5-30
4314,2-3
4315,1-4
4316,1-10
4317,6-29
4318,5-30
4319,2-3
4320,2-6
4321,2-3
4322,1-10
4323,5-30
4324,6-15
4325,2-33
4326,6-15
4327,2-2
4328,1-1
4329,1-1
4330,1-1
4331,2-3
4332,1-4
4333,1-9
4334,4-7
4335,1-9
4336,2-3
4337,1-9
4338,1-10
4339,5-30
4340,2-3
4341,2-11
4342,1-1
4343,1-9
4344,5-30
4345,5-30
4346,2-25
4347,2-6
4348,4-7
4349,2-3
4350,2-6
4351,5-12
4352,2-3
4353,6-28
4354,5-35
4355,2-2
4356,5-30
4357,2-2
4358,6-29
4359,6-21
4360,2-3
4361,6-15
4362,6-8
4363,1-1
4364,6-13
4365,6-15
4366,4-7
4367,6-15
4368,2-33
4369,2-3
4370,6-15
4371,1-4
4372,2-3
4373,1-4
4374,1-4
4375,2-14
4376,1-9
4377,1-10
4378,1-1
4379,5-30
4380,2-33
4381,1-1
4382,6-15
4383,5-30
4384,2-2
4385,6-8
4386,1-4
4387,2-2
4388,1-9
4389,1-10
4390,2-25
4391,2-3
4392,6-8
4393,1-9
4394,5-12
4395,5-30
4396,6-13
4397,2-33
4398,2-3
4399,4-7
4400,1-1
4401,1-9
4402,1-9
4403,6-15
4404,6-8
4405,1-9
4406,2-2
4407,6-15
4408,1-9
4409,2-2
4410,2-2
4411,6-19
4412,1-9
4413,2-3
4414,5-30
4415,2-6
4416,1-9
4417,2-25
4418,5-12
4419,5-12
4420,6-29
4421,1-1
4422,6-8
4423,6-8
4424,1-4
4425,2-6
4426,1-10
4427,2-3
4428,1-4
4429,2-2
4430,5-30
4431,6-29
4432,1-10
4433,5-35
4434,6-21
4435,1-1
4436,4-7
4437,2-3
4438,1-4
4439,6-21
4440,4-7
4441,6-15
4442,6-15
4443,1-4
4444,1-9
4445,1-9
4446,6-19
4447,2-33
4448,1-9
4449,6-15
4450,2-11
4451,1-1
4452,2-33
4453,1-4
4454,6-31
4455,1-10
4456,6-28
4457,2-6
4458,6-15
4459,5-30
4460,5-30
4461,2-6
4462,1-9
4463,1-9
4464,6-15
4465,2-14
4466,6-29
4467,5-30
4468,1-1
4469,2-2
4470,1-10
4471,4-7
4472,2-2
4473,6-13
4474,2-2
4475,1-9
4476,1-4
4477,1-1
4478,1-10
4479,1-9
4480,2-3
4481,1-1
4482,6-29
4483,1-4
4484,1-4
4485,1-4
4486,1-1
4487,2-6
4488,5-30
4489,2-33
4490,1-1
4491,1-1
4492,6-15
4493,5-12
4494,1-9
4495,5-30
4496,5-30
4497,1-10
4498,6-28
4499,1-4
4500,5-35
4501,6-32
4502,4-7
4503,5-30
4504,1-4
4505,4-7
4506,2-14
4507,2-2
4508,5-12
4509,1-1
4510,5-12
4511,6-19
4512,6-34
4513,6-8
4514,2-33
4515,1-9
4516,1-4
4517,6-15
4518,1-9
4519,2-25
4520,2-3
4521,2-33
4522,1-10
4523,2-11
4524,6-8
4525,6-28
4526,2-6
4527,1-9
4528,1-1
4529,5-30
4530,4-7
4531,5-30
4532,1-4
4533,2-33
4534,5-30
4535,2-33
4536,4-7
4537,1-1
4538,2-3
4539,6-19
4540,2-2
4541,1-9
4542,2-6
4543,2-3
4544,5-22
4545,1-4
4546,2-14
4547,5-30
4548,1-4
4549,6-28
4550,4-7
4551,1-1
4552,2-33
4553,2-6
4554,5-30
4555,2-33
4556,2-2
4557,2-6
4558,1-9
4559,1-10
4560,2-3
4561,1-9
4562,1-9
4563,5-30
4564,2-6
4565,2-33
4566,2-2
4567,6-13
4568,4-7
4569,1-9
4570,6-19
4571,5-35
4572,2-6
4573,2-11
4574,2-2
4575,5-30
4576,5-30
4577,1-9
4578,2-2
4579,2-6
4580,2-2
4581,1-4
4582,5-35
4583,6-8
4584,1-10
4585,4-7
4586,6-19
4587,1-9
4588,1-4
4589,1-1
4590,6-15
4591,1-1
4592,5-30
4593,6-15
4594,1-10
4595,6-32
4596,6-13
4597,1-9
4598,1-4
4599,2-3
4600,2-33
4601,1-9
4602,5-12
4603,2-6
4604,1-4
4605,6-21
4606,5-30
4607,1-10
4608,4-7
4609,2-2
4610,2-3
4611,6-15
4612,1-9
4613,6-31
4614,2-2
4615,6-31
4616,5-30
4617,1-9
4618,2-3
4619,6-34
4620,1-1
4621,1-4
4622,5-35
4623,2-6
4624,5-30
4625,5-30
4626,2-3
4627,1-4
4628,1-4
4629,6-28
4630,2-6
4631,1-9
4632,1-1
4633,6-32
4634,6-28
4635,5-30
4636,4-7
4637,1-1
4638,5-35
4639,2-6
4640,6-29
4641,1-10
4642,1-9
4643,2-6
4644,1-10
4645,2-6
4646,6-8
4647,2-3
4648,1-4
4649,4-7
4650,2-33
4651,1-9
4652,1-4
4653,2-6
4654,4-7
4655,6-8
4656,2-33
4657,4-7
4658,1-4
4659,5-30
4660,6-34
4661,1-9
4662,5-30
4663,2-33
4664,6-15
4665,2-2
4666,1-9
4667,2-33
4668,6-8
4669,5-35
4670,1-10
4671,2-11
4672,1-1
4673,2-25
4674,5-30
4675,2-3
4676,5-30
4677,6-32
4678,6-28
4679,1-10
4680,6-19
4681,1-4
4682,6-19
4683,1-9
4684,2-25
4685,5-30
4686,1-4
4687,1-4
4688,5-30
4689,2-33
4690,2-2
4691,5-30
4692,1-4
4693,6-28
4694,2-6
4695,1-9
4696,2-3
4697,1-1
4698,1-4
4699,6-28
4700,2-33
4701,1-9
4702,2-3
4703,1-9
4704,2-33
4705,6-19
4706,2-2
4707,2-11
4708,2-6
4709,6-28
4710,2-3
4711,2-33
4712,2-3
4713,1-9
4714,2-3
4715,6-31
4716,2-11
4717,5-30
4718,2-6
4719,2-33
4720,2-2
4721,6-31
4722,1-1
4723,2-33
4724,2-14
4725,1-9
4726,1-4
4727,4-7
4728,4-7
4729,6-15
4730,1-4
4731,2-14
4732,1-1
4733,2-25
4734,6-8
4735,1-4
4736,5-30
4737,6-28
4738,2-2
4739,2-2
4740,6-28
4741,1-9
4742,5-12
4743,1-1
4744,5-35
4745,1-10
4746,2-3
4747,5-30
4748,2-6
4749,1-9
4750,5-12
4751,1-10
4752,1-9
4753,1-9
4754,6-29
4755,6-15
4756,6-29
4757,1-9
4758,5-12
4759,6-31
4760,4-7
4761,5-12
4762,5-30
4763,4-7
4764,1-1
4765,6-15
4766,4-7
4767,4-7
4768,2-14
4769,1-9
4770,1-9
4771,5-30
4772,6-31
4773,2-25
4774,6-8
4775,2-6
4776,1-9
4777,2-3
4778,1-9
4779,6-15
4780,2-2
4781,5-30
4782,1-4
4783,2-14
4784,4-7
4785,5-30
4786,5-35
4787,2-11
4788,2-3
4789,2-33
4790,5-35
4791,6-29
4792,6-15
4793,1-10
4794,6-15
4795,2-14
4796,5-30
4797,1-1
4798,6-28
4799,1-9
4800,1-1
4801,1-10
4802,5-30
4803,1-1
4804,6-29
4805,1-9
4806,5-30
4807,1-1
4808,6-15
4809,2-2
4810,5-22
4811,1-9
4812,6-15
4813,6-21
4814,6-8
4815,1-4
4816,5-30
4817,1-4
4818,2-2
4819,4-7
4820,5-30
4821,1-4
4822,6-15
4823,1-9
4824,1-10
4825,6-28
4826,5-30
4827,1-4
4828,1-10
4829,1-10
4830,1-9
4831,2-2
4832,1-4
4833,1-4
4834,6-13
4835,1-1
4836,2-6
4837,2-6
4838,6-15
4839,5-30
4840,5-30
4841,5-35
4842,2-6
4843,5-30
4844,1-4
4845,1-4
4846,6-21
4847,2-3
4848,2-6
4849,6-29
4850,2-2
4851,1-1
4852,1-4
4853,1-9
4854,2-6
4855,5-12
4856,1-1
4857,6-21
4858,2-3
4859,2-3
4860,2-3
4861,6-13
4862,5-35
4863,2-3
4864,5-30
4865,2-2
4866,5-30
4867,1-9
4868,1-9
4869,2-33
4870,2-33
4871,2-33
4872,5-30
4873,1-1
4874,1-9
4875,1-1
4876,6-29
4877,1-9
4878,2-11
4879,4-7
4880,6-31
4881,5-30
4882,6-15
4883,2-11
4884,2-6
4885,2-2
4886,1-1
4887,6-28
4888,1-4
4889,2-6
4890,1-1
4891,1-9
4892,5-30
4893,2-2
4894,1-4
4895,5-30
4896,6-15
4897,1-10
4898,1-1
4899,1-10
4900,1-1
4901,1-1
4902,2-33
4903,1-9
4904,6-29
4905,2-33
4906,1-9
4907,1-9
4908,5-22
4909,1-1
4910,5-12
4911,1-9
4912,5-35
4913,1-10
4914,1-4
4915,1-1
4916,5-35
4917,1-1
4918,2-33
4919,1-9
4920,6-15
4921,5-30
4922,1-1
4923,5-22
4924,2-3
4925,1-1
4926,2-33
4927,1-10
4928,1-10
4929,2-3
4930,2-33
4931,6-15
4932,6-15
4933,2-2
4934,5-35
4935,6-28
4936,2-14
4937,1-10
4938,1-10
4939,1-9
4940,2-6
4941,2-3
4942,1-9
4943,4-7
4944,2-6
4945,2-2
4946,2-3
4947,2-6
4948,2-33
4949,1-9
4950,1-1
4951,2-6
4952,1-1
4953,2-2
4954,5-30
4955,4-7
4956,5-30
4957,2-14
4958,2-3
4959,2-3
4960,6-15
4961,6-13
4962,1-4
4963,5-30
4964,6-13
4965,1-9
4966,1-10
4967,6-28
4968,1-9
4969,1-4
4970,2-3
4971,5-30
4972,2-33
4973,5-30
4974,2-33
4975,6-8
4976,6-32
4977,2-6
4978,5-12
4979,5-30
4980,6-28
4981,2-3
4982,1-1
4983,6-8
4984,5-35
4985,1-1
4986,1-4
4987,1-9
4988,2-2
4989,4-7
4990,1-1
4991,2-33
4992,6-29
4993,1-9
4994,2-6
4995,1-4
4996,1-9
4997,6-32
4998,2-3
4999,2-2
5000,5-30
5001,1-9
5002,1-4
5003,1-4
5004,1-4
5005,1-1
5006,2-2
5007,1-4
5008,6-8
5009,1-1
5010,1-9
5011,6-29
5012,4-7
5013,1-9
5014,4-7
5015,6-19
5016,1-4
5017,4-7
5018,1-4
5019,2-6
5020,1-1
5021,2-14
5022,1-1
5023,2-33
5024,1-4
5025,1-9
5026,5-30
5027,2-6
5028,6-28
5029,6-8
5030,4-7
5031,6-19
5032,5-30
5033,4-7
5034,2-2
5035,1-9
5036,2-3
5037,6-8
5038,6-15
5039,4-7
5040,6-34
5041,2-3
5042,1-9
5043,1-1
5044,1-4
5045,5-30
5046,5-30
5047,2-3
5048,1-9
5049,5-30
5050,1-10
5051,1-4
5052,5-30
5053,1-10
5054,4-7
5055,1-9
5056,6-15
5057,2-2
5058,2-3
5059,1-10
5060,2-2
5061,1-9
5062,1-9
5063,2-33
5064,1-9
5065,6-21
5066,2-2
5067,1-1
5068,6-15
5069,4-7
5070,1-4
5071,5-30
5072,1-1
5073,6-29
5074,6-15
5075,5-30
5076,6-8
5077,2-3
5078,1-9
5079,5-35
5080,1-9
5081,4-7
5082,5-30
5083,2-2
5084,6-15
5085,6-31
5086,2-6
5087,5-35
5088,2-3
5089,6-32
5090,5-35
5091,5-30
5092,2-3
5093,6-15
5094,6-34
5095,6-15
5096,1-9
5097,4-7
5098,2-3
5099,6-21
5100,2-6
5101,2-6
5102,6-15
5103,2-25
5104,2-2
5105,6-13
5106,1-4
5107,6-19
5108,1-9
5109,1-1
5110,1-1
5111,6-29
5112,6-8
5113,2-11
5114,6-28
5115,5-30
5116,1-1
5117,1-9
5118,2-6
5119,2-3
5120,6-34
5121,2-2
5122,1-1
5123,6-28
5124,2-2
5125,1-10
5126,6-29
5127,5-12
5128,2-2
5129,1-1
5130,1-4
5131,5-30
5132,5-30
5133,2-2
5134,5-30
5135,2-3
5136,2-14
5137,2-3
5138,1-9
5139,5-12
5140,1-10
5141,6-32
5142,5-12
5143,1-1
5144,6-34
5145,1-4
5146,5-30
5147,6-31
5148,2-33
5149,2-3
5150,6-29
5151,2-14
5152,1-9
5153,2-3
5154,6-34
5155,2-25
5156,2-2
5157,2-33
5158,1-9
5159,1-4
5160,2-6
5161,2-6
5162,1-1
5163,1-9
5164,2-2
5165,6-28
5166,5-30
5167,1-4
5168,6-13
5169,1-4
5170,1-1
5171,6-29
5172,1-4
5173,2-6
5174,6-32
5175,2-3
5176,5-30
5177,2-33
5178,6-34
5179,2-14
5180,1-4
5181,6-15
5182,1-1
5183,5-12
5184,6-34
5185,5-35
5186,2-3
5187,6-8
5188,4-7
5189,5-30
5190,5-30
5191,1-1
5192,5-30
5193,6-31
5194,1-1
5195,2-6
5196,1-1
5197,6-32
5198,1-10
5199,6-31
5200,6-29
5201,6-15
5202,5-30
5203,4-7
5204,2-33
5205,6-19
5206,4-7
5207,6-13
5208,1-9
5209,5-30
5210,6-29
5211,1-9
5212,2-6
5213,2-6
5214,1-9
5215,1-9
5216,5-30
5217,2-6
5218,2-2
5219,5-35
5220,1-1
5221,1-4
5222,6-31
5223,6-19
5224,2-33
5225,6-29
5226,6-15
5227,5-30
5228,5-30
5229,6-19
5230,5-12
5231,1-4
5232,6-15
5233,5-30
5234,4-7
5235,6-19
5236,4-7
5237,1-1
5238,4-7
5239,6-15
5240,1-10
5241,6-13
5242,5-30
5243,5-12
5244,5-30
5245,2-33
5246,1-1
5247,1-4
5248,2-33
5249,6-19
5250,1-4
5251,5-30
5252,1-4
5253,1-4
5254,2-6
5255,2-2
5256,1-1
5257,2-33
5258,5-30
5259,2-6
5260,1-1
5261,1-4
5262,1-1
5263,6-34
5264,5-22
5265,1-1
5266,2-33
5267,1-4
5268,1-9
5269,2-2
5270,5-30
5271,6-31
5272,6-29
5273,5-30
5274,6-15
5275,2-2
5276,1-9
5277,1-1
5278,1-1
5279,2-3
5280,1-4
5281,1-9
5282,2-3
5283,1-4
5284,1-10
5285,2-33
5286,2-2
5287,1-1
5288,2-11
5289,2-6
5290,5-30
5291,2-2
5292,6-34
5293,6-21
5294,1-1
5295,5-35
5296,4-7
5297,1-9
5298,2-25
5299,6-28
5300,6-34
5301,2-3
5302,6-15
5303,5-30
5304,1-10
5305,1-9
5306,1-1
5307,4-7
5308,2-11
5309,2-6
5310,1-10
5311,4-7
5312,6-15
5313,4-7
5314,1-1
5315,1-4
5316,1-9
5317,2-33
5318,6-21
5319,1-10
5320,1-9
5321,5-30
5322,2-3
5323,2-6
5324,6-8
5325,2-2
5326,1-1
5327,6-28
5328,1-1
5329,1-4
5330,2-33
5331,2-6
5332,6-8
5333,1-10
5334,6-13
5335,2-6
5336,5-35
5337,1-10
5338,6-28
5339,1-9
5340,1-4
5341,1-9
5342,6-28
5343,5-30
5344,2-6
5345,1-4
5346,2-6
5347,1-10
5348,2-6
5349,2-6
5350,4-7
5351,6-8
5352,2-33
5353,1-1
5354,1-9
5355,5-30
5356,1-9
5357,2-3
5358,1-4
5359,2-11
5360,1-4
5361,6-29
5362,2-2
5363,2-33
5364,2-14
5365,2-2
5366,2-14
5367,2-6
5368,5-30
5369,6-29
5370,6-15
5371,2-33
5372,5-30
5373,1-9
5374,6-13
5375,2-2
5376,6-8
5377,1-4
5378,4-7
5379,1-1
5380,2-11
5381,1-1
5382,1-1
5383,5-24
5384,2-2
5385,1-1
5386,1-10
5387,5-30
5388,6-29
5389,1-1
5390,2-3
5391,2-6
5392,2-6
5393,2-2
5394,6-29
5395,1-1
5396,1-1
5397,6-29
5398,2-3
5399,6-31
5400,5-22
5401,2-3
5402,2-6
5403,2-6
5404,6-15
5405,6-19
5406,1-9
5407,1-10
5408,4-7
5409,1-1
5410,2-2
5411,2-11
5412,4-7
5413,1-9
5414,1-1
5415,2-6
5416,5-35
5417,1-1
5418,4-7
5419,2-6
5420,5-30
5421,1-1
5422,2-33
5423,6-28
5424,6-15
5425,1-10
5426,5-30
5427,5-35
5428,2-3
5429,5-35
5430,4-7
5431,5-30
5432,1-10
5433,2-11
5434,5-35
5435,2-3
5436,1-4
5437,6-29
5438,2-11
5439,5-35
5440,1-1
5441,2-11
5442,2-2
5443,1-9
5444,1-9
5445,1-1
5446,6-31
5447,1-9
5448,4-7
5449,5-35
5450,6-28
5451,1-1
5452,1-4
5453,6-19
5454,2-33
5455,2-6
5456,1-4
5457,2-33
5458,1-4
5459,4-7
5460,2-2
5461,1-9
5462,1-1
5463,2-3
5464,2-14
5465,5-30
5466,2-2
5467,6-15
5468,6-29
5469,4-7
5470,2-33
5471,1-1
5472,1-1
5473,6-29
5474,5-30
5475,5-30
5476,4-7
5477,4-7
5478,2-11
5479,2-25
5480,2-2
5481,2-33
5482,2-33
5483,2-6
5484,2-3
5485,1-4
5486,6-13
5487,1-1
5488,2-6
5489,2-33
5490,4-7
5491,5-30
5492,2-2
5493,4-7
5494,1-1
5495,1-9
5496,6-21
5497,2-2
5498,5-30
5499,1-4
5500,2-11
5501,6-34
5502,2-33
5503,6-8
5504,2-33
5505,1-4
5506,1-9
5507,2-14
5508,5-30
5509,2-33
5510,1-1
5511,6-32
5512,1-9
5513,6-19
5514,1-9
5515,4-7
5516,1-1
5517,5-30
5518,2-2
5519,2-6
5520,1-10
5521,6-28
5522,2-6
5523,2-25
5524,2-3
5525,5-12
5526,1-1
5527,2-11
5528,2-6
5529,2-11
5530,2-6
5531,6-19
5532,5-12
5533,2-6
5534,2-6
5535,6-15
5536,2-33
5537,1-9
5538,1-10
5539,2-14
5540,2-3
5541,1-1
5542,2-6
5543,2-2
5544,1-1
5545,1-9
5546,5-35
5547,1-9
5548,2-6
5549,1-4
5550,2-3
5551,2-6
5552,2-11
5553,2-2
5554,6-21
5555,5-35
5556,1-9
5557,1-4
5558,1-4
5559,1-1
5560,1-1
5561,2-14
5562,6-31
5563,4-7
5564,1-1
5565,2-2
5566,6-8
5567,2-2
5568,6-13
5569,5-12
5570,1-9
5571,5-30
5572,1-4
5573,1-9
5574,4-7
5575,6-19
5576,5-30
5577,6-32
5578,6-13
5579,2-33
5580,2-3
5581,2-14
5582,2-3
5583,5-30
5584,6-8
5585,1-9
5586,1-4
5587,1-1
5588,1-9
5589,1-1
5590,1-10
5591,1-9
5592,5-35
5593,1-4
5594,5-30
5595,6-32
5596,2-6
5597,5-12
5598,2-3
5599,5-30
5600,6-28
5601,2-3
5602,1-4
5603,1-4
5604,1-10
5605,1-9
5606,6-28
5607,5-30
5608,2-11
5609,2-3
5610,1-9
5611,1-4
5612,6-32
5613,2-2
5614,5-30
5615,1-9
5616,1-10
5617,5-30
5618,2-6
5619,6-8
5620,2-2
5621,2-3
5622,2-33
5623,4-7
5624,6-13
5625,1-1
5626,1-4
5627,1-4
5628,6-15
5629,2-33
5630,1-4
5631,5-35
5632,5-35
5633,2-2
5634,1-9
5635,2-2
5636,1-1
5637,6-29
5638,6-15
5639,2-2
5640,1-1
5641,2-6
5642,6-15
5643,1-4
5644,2-25
5645,2-2
5646,2-6
5647,6-19
5648,6-19
5649,1-4
5650,5-30
5651,5-30
5652,5-30
5653,1-9
5654,1-10
5655,2-25
5656,1-9
5657,2-6
5658,1-9
5659,1-9
5660,1-9
5661,6-28
5662,2-2
5663,5-30
5664,5-30
5665,1-1
5666,5-30
5667,6-15
5668,6-15
5669,6-8
5670,5-30
5671,6-13
5672,1-4
5673,2-6
5674,6-29
5675,6-8
5676,2-6
5677,1-1
5678,1-1
5679,2-2
5680,2-6
5681,5-30
5682,4-7
5683,6-29
5684,6-13
5685,5-12
5686,6-15
5687,5-30
5688,5-12
5689,2-14
5690,1-4
5691,2-25
5692,1-9
5693,5-30
5694,1-10
5695,5-12
5696,2-14
5697,2-25
5698,2-33
5699,6-32
5700,2-33
5701,5-35
5702,2-3
5703,5-12
5704,5-30
5705,2-6
5706,1-4
5707,2-33
5708,6-19
5709,2-2
5710,1-4
5711,1-1
5712,2-3
5713,1-4
5714,2-25
5715,2-33
5716,2-2
5717,4-7
5718,5-30
5719,6-29
5720,1-1
5721,2-3
5722,2-3
5723,2-6
5724,2-11
5725,6-15
5726,6-32
5727,6-8
5728,2-25
5729,5-30
5730,2-3
5731,2-6
5732,5-12
5733,1-1
5734,6-34
5735,1-1
5736,1-9
5737,5-30
5738,6-19
5739,6-15
5740,1-1
5741,2-33
5742,1-1
5743,1-9
5744,2-33
5745,2-3
5746,5-30
5747,1-10
5748,6-15
5749,6-29
5750,1-9
5751,2-33
5752,6-28
5753,6-13
5754,1-10
5755,4-7
5756,6-15
5757,2-25
5758,1-4
5759,6-29
5760,4-7
5761,2-2
5762,1-10
5763,1-9
5764,1-1
5765,2-3
5766,6-19
5767,2-2
5768,2-33
5769,2-25
5770,5-30
5771,6-29
5772,2-33
5773,1-9
5774,2-2
5775,2-6
5776,5-30
5777,5-30
5778,1-9
5779,6-15
5780,4-7
5781,2-6
5782,1-1
5783,2-3
5784,1-10
5785,2-6
5786,5-35
5787,1-10
5788,1-10
5789,2-17
5790,6-13
5791,2-33
5792,1-4
5793,6-8
5794,2-14
5795,2-3
5796,5-30
5797,1-9
5798,6-15
5799,1-1
5800,1-4
5801,6-31
5802,5-30
5803,6-21
5804,2-2
5805,1-10
5806,1-9
5807,2-2
5808,2-25
5809,1-10
5810,1-1
5811,6-8
5812,2-33
5813,2-3
5814,6-15
5815,5-30
5816,2-11
5817,6-8
5818,2-3
5819,1-1
5820,1-9
5821,2-6
5822,4-7
5823,5-30
5824,2-3
5825,5-12
5826,1-9
5827,2-6
5828,5-24
5829,1-1
5830,1-1
5831,5-30
5832,6-15
5833,5-30
5834,4-7
5835,1-1
5836,2-33
5837,1-4
5838,2-33
5839,1-9
5840,1-4
5841,1-10
5842,5-35
5843,1-9
5844,6-15
5845,4-7
5846,2-33
5847,5-30
5848,2-33
5849,4-7
5850,2-3
5851,2-6
5852,6-28
5853,1-4
5854,2-3
5855,6-32
5856,1-4
5857,2-6
5858,6-19
5859,1-9
5860,2-14
5861,6-13
5862,5-35
5863,5-30
5864,1-10
5865,6-15
5866,5-30
5867,1-9
5868,2-6
5869,1-4
5870,6-21
5871,2-3
5872,5-22
5873,1-10
5874,2-3
5875,1-1
5876,5-30
5877,6-29
5878,5-30
5879,2-2
5880,1-1
5881,1-9
5882,2-33
5883,2-6
5884,1-10
5885,6-34
5886,5-30
5887,1-1
5888,5-30
5889,4-7
5890,5-30
5891,6-15
5892,2-2
5893,2-6
5894,5-30
5895,5-30
5896,5-30
5897,5-30
5898,5-30
5899,2-6
5900,6-15
5901,1-4
5902,1-1
5903,1-9
5904,1-4
5905,2-33
5906,6-29
5907,6-8
5908,1-9
5909,1-9
5910,6-32
5911,2-3
5912,6-28
5913,6-28
5914,6-15
5915,1-1
5916,2-33
5917,4-7
5918,1-1
5919,1-4
5920,1-9
5921,2-33
5922,1-1
5923,2-3
5924,5-30
5925,1-4
5926,2-6
5927,1-9
5928,2-25
5929,6-29
5930,2-3
5931,6-21
5932,1-1
5933,1-4
5934,1-1
5935,2-3
5936,1-10
5937,6-15
5938,4-7
5939,6-31
5940,2-33
5941,6-29
5942,2-6
5943,2-3
5944,5-30
5945,2-3
5946,2-6
5947,1-10
5948,5-22
5949,6-28
5950,1-9
5951,2-2
5952,1-9
5953,1-9
5954,5-30
5955,1-4
5956,2-33
5957,5-30
5958,5-12
5959,2-3
5960,5-24
5961,6-28
5962,5-30
5963,5-30
5964,1-9
5965,6-28
5966,6-8
5967,2-2
5968,2-6
5969,2-33
5970,5-22
5971,5-30
5972,5-35
5973,1-9
5974,2-6
5975,2-2
5976,2-11
5977,6-8
5978,1-1
5979,2-3
5980,5-12
5981,2-3
5982,6-19
5983,2-2
5984,1-1
5985,6-29
5986,6-15
5987,4-7
5988,1-9
5989,1-9
5990,6-29
5991,2-6
5992,5-30
5993,2-3
5994,5-30
5995,2-33
5996,1-1
5997,1-10
5998,5-12
5999,2-2
6000,6-31
6001,2-3
6002,6-21
6003,2-6
